0.009648802,-0.0011623781
-0.011262663,-0.016763277
-0.019504117,-0.021050267
-0.021694312,-0.022667626
-0.02099699,-0.02148371
-0.019003415,-0.01926741
-0.01654669,-0.016820965
-0.014071224,-0.014163472
-0.011808887,-0.012002611
-0.009868184,-0.010030845
-0.008283077,-0.008384449
-0.007042356,-0.0071131173
-0.0061089434,-0.0060491785
-0.005433295,-0.0053160945
-0.004962746,-0.004433208
-0.0046476936,-0.003543974
0.017577805,0.01755406
-0.015599673,-0.015528375
-0.027759235,-0.027768053
-0.032455936,-0.032761756
-0.033677287,-0.033781312
-0.033050396,-0.03258807
-0.031385228,-0.031095114
-0.029143754,-0.029273994
-0.026615506,-0.027115095
-0.023993136,-0.02411263
-0.021408636,-0.021479912
-0.018952375,-0.018779622
-0.016684173,-0.01635901
-0.014640409,-0.014267422
-0.012839186,-0.012475019
-0.011284385,-0.010973006
-0.009969082,-0.00964806
-0.008878516,-0.008475423
-0.007992657,-0.0076043936
-0.0072883954,-0.006905918
-0.0067413542,-0.006609292
0.008536881,0.008570067
-0.0031334495,-0.0030342918
-0.008949177,-0.009350827
-0.011474724,-0.011664485
-0.012180164,-0.012197979
-0.011914366,-0.011868136
-0.01116755,-0.011350332
-0.010220316,-0.010763346
-0.009229811,-0.009818137
-0.008280316,-0.0087632295
-0.0074132956,-0.0075841798
-0.0066453693,-0.006448889
-0.005979114,-0.0056014163
-0.005409544,-0.0049978076
-0.0049279686,-0.0045837406
-0.0045242575,-0.004328724
-0.0041881287,-0.0042199623
-0.0039098477,-0.0041555697
-0.0036805687,-0.0040063243
-0.0034924652,-0.0039162906
0.020781167,0.020838086
-0.002650382,-0.0026473915
-0.01514592,-0.014731427
-0.02130957,-0.021237303
-0.023767916,-0.023637017
-0.024069473,-0.024126662
-0.02314809,-0.02332003
-0.0215746,-0.021719534
-0.019699475,-0.01961208
-0.01773663,-0.017770737
-0.015814094,-0.016090984
-0.014005404,-0.014290048
-0.012349421,-0.012501196
-0.010863034,-0.010808064
-0.009549387,-0.009529436
-0.008403249,-0.008451242
-0.0074145272,-0.007492776
-0.0065705567,-0.006704367
-0.0058575883,-0.005949733
-0.0052617327,-0.0053367047
-0.004769547,-0.0048584575
-0.0043683797,-0.004537115
-0.0040465575,-0.0043315478
-0.0037934615,-0.004139185
0.004885337,0.0048994767
-0.005668038,-0.005645535
-0.010393762,-0.009995229
-0.012036948,-0.011506008
-0.01209835,-0.011744463
-0.011401641,-0.0112260915
-0.01039562,-0.010409659
-0.009319264,-0.00950967
-0.008293693,-0.008469958
-0.007374157,-0.0073611652
-0.006579716,-0.0062714806
-0.0059102383,-0.005547926
-0.0053561097,-0.0050764764
-0.0049037123,-0.0047180345
-0.004538438,-0.0043951524
-0.0042462656,-0.004083626
-0.004014514,-0.003801411
-0.0038321204,-0.0035693133
0.019446664,0.01942543
-0.0069854558,-0.0070564714
-0.02008706,-0.02025501
-0.025891276,-0.02587369
-0.027646223,-0.027906096
-0.027175622,-0.027118523
-0.025532132,-0.025547015
-0.023332512,-0.023357064
-0.020938866,-0.020754648
-0.01856096,-0.018125165
-0.016315987,-0.015912723
-0.01426444,-0.014360767
-0.012432125,-0.0127158705
-0.010823874,-0.011194825
-0.009432173,-0.009667337
-0.008242631,-0.008466352
-0.0072374283,-0.0074510635
-0.006397479,-0.006565909
-0.005703764,-0.005709679
-0.005138116,-0.0050431183
-0.004683657,-0.0045671565
-0.0043250094,-0.0041782903
0.0067407265,0.006664918
-0.0042803274,-0.004305861
-0.009151297,-0.009074018
-0.010893785,-0.010586964
-0.011070734,-0.0108828945
-0.010502377,-0.010444806
-0.00962068,-0.009690482
-0.008650656,-0.008799674
-0.0077056475,-0.00789182
-0.006838515,-0.006931147
-0.0060695736,-0.005933268
-0.0054020216,-0.005085529
-0.0048304857,-0.004588916
-0.004345744,-0.004269218
-0.0039372966,-0.0040104603
-0.003594717,-0.0037405845
-0.0033083216,-0.0034766747
-0.0030694506,-0.0032243188
0.006748131,0.014460166
-0.0072881356,-0.007375648
-0.015643533,-0.01654368
-0.020175532,-0.020340564
-0.022143146,-0.022015143
-0.022420356,-0.022237424
-0.021623237,-0.021863714
-0.020189047,-0.02056258
-0.01842749,-0.01851399
-0.016555302,-0.016486669
-0.0147204725,-0.014616898
-0.013019781,-0.013041338
-0.0115118865,-0.01157037
-0.0102273,-0.010266226
-0.009176103,-0.009153792
-0.008353969,-0.008182451
-0.0077468553,-0.0073909005
0.004564078,0.00469716
-0.0049193897,-0.0050377054
-0.009992436,-0.010391174
-0.012301553,-0.012290391
-0.012920657,-0.012811925
-0.01255247,-0.012310899
-0.011654874,-0.011448324
-0.01052225,-0.010332266
-0.009339024,-0.009190725
-0.008215601,-0.008209089
-0.0072128265,-0.0073040267
-0.0063588237,-0.006440944
-0.00566064,-0.0056892512
-0.0051123034,-0.0050626835
-0.004700365,-0.0045363996
-0.004407658,-0.004142099
-0.0042157895,-0.003766031
-0.004106734,-0.0035655592
0.014628923,0.014608652
-0.0010993453,-0.0009731855
-0.010900965,-0.011153886
-0.016646355,-0.016460106
-0.019599149,-0.019700553
-0.020642739,-0.02046175
-0.020409824,-0.020150987
-0.019360317,-0.019434085
-0.017830478,-0.017678648
-0.01606535,-0.01604184
-0.014241162,-0.014319454
-0.012481459,-0.012581488
-0.010869192,-0.010924083
-0.009456041,-0.009466885
-0.008269813,-0.008301029
-0.0073203743,-0.0073721223
-0.0066044657,-0.006519149
0.0023736218,0.0023086248
-0.0061436864,-0.00711234
-0.009815239,-0.009881204
-0.010958018,-0.010575993
-0.010826582,-0.010409608
-0.0101019675,-0.009860298
-0.009150465,-0.009005198
-0.00816393,-0.008139122
-0.0072373073,-0.0072893775
-0.0064120656,-0.006410094
-0.005700739,-0.0055755144
-0.005100831,-0.0049718097
-0.004602658,-0.004545224
-0.004193711,-0.0041920645
-0.0038610073,-0.0038423259
-0.003592292,-0.003483587
-0.0033765838,-0.0031907316
-0.003204355,-0.0029836101
-0.0030675153,-0.002822889
0.020953631,0.020971768
-0.0026075616,-0.0025475193
-0.013657884,-0.013840846
-0.0183579,-0.018486418
-0.019785892,-0.019711923
-0.019536154,-0.019713543
-0.018456344,-0.018678162
-0.01700451,-0.017179035
-0.015429271,-0.015444966
-0.013864047,-0.013764281
-0.012377853,-0.012387839
-0.011003374,-0.011086455
-0.009752817,-0.009942862
-0.008626991,-0.008817551
-0.0076205726,-0.007752183
-0.006725178,-0.006917163
-0.00593114,-0.006213069
-0.005228531,-0.005686458
-0.0046077315,-0.00544455
0.0082931155,0.0080512995
-0.004919491,-0.00419659
-0.009871357,-0.0100280065
-0.011542277,-0.0113993
-0.011748216,-0.011631508
-0.011281507,-0.011199734
-0.010523998,-0.010506937
